State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**
New York,LEWIS,2188,12552,6828,0,1010,0,0,63,4650,694
New York,LIVINGSTON,4797,21793,10055,0,1400,0,0,342,9995,1270
New York,MADISON,5188,28609,11821,0,1900,0,0,599,14290,1412
New York,MONROE,44177,196184,86354,0,19036,0,0,4169,86625,11470
New York,MONTGOMERY,3853,20584,11362,0,1042,0,0,211,7969,850
New York,NASSAU,54849,233363,96969,0,26594,0,0,12544,97256,11754
New York,NEW YORK,37720,296165,71695,7046,43833,0,27821,8572,137197,8691
New York,NIAGARA,17710,98809,46908,0,6809,0,0,1320,43772,4588
New York,ONEIDA,17531,95795,49926,0,5919,0,0,1783,38167,4946
New York,ONONDAGA,29198,227026,71716,17,14735,0,1496,2205,136858,9647
New York,ONTARIO,8260,64668,20146,0,2647,0,1109,488,40278,3001
New York,ORANGE,21979,132886,55790,0,15340,0,0,2142,59615,5118
New York,ORLEANS,3142,19445,10107,0,648,0,0,81,8609,954
New York,OSWEGO,9940,60784,22732,0,3802,0,0,667,33584,3354
New York,OTSEGO,4361,21857,12752,0,1038,0,0,372,7694,995
New York,PUTNAM,4749,23297,9431,0,1946,0,0,432,11488,1166
New York,QUEENS,55558,364577,110919,0,56139,0,0,5747,191772,11042
New York,RENSSELAER,11798,62781,25292,0,4163,0,0,872,32455,2779
New York,RICHMOND,20733,120984,49459,0,11120,0,0,1953,58452,4026
New York,ROCKLAND,10546,53695,25104,0,4899,0,0,1302,22390,3081
New York,ST. LAWRENCE,9039,44999,28457,0,3214,0,0,560,12768,2341
New York,SARATOGA,17485,69736,32346,0,6049,0,0,1115,30226,3481
New York,SCHENECTADY,11040,50863,22329,0,3628,0,0,1094,23811,2437
New York,SCHOHARIE,2746,14366,6340,0,592,0,0,95,7339,614
New York,SCHUYLER,1704,9824,4333,0,363,0,0,138,4990,539
New York,SENECA,2662,15818,6608,0,919,0,0,157,8135,850
New York,STEUBEN,8720,90958,28434,412,2594,0,1734,344,57440,3639
New York,SUFFOLK,76577,496356,145538,911,33191,0,28939,9588,278189,19971
New York,SULLIVAN,4954,30818,12324,0,1063,0,0,232,17199,1407
New York,TIOGA,4655,15975,8807,0,651,0,0,291,6226,1080
New York,TOMPKINS,4964,20801,9666,0,2013,0,0,1218,7904,1073
New York,ULSTER,12710,53208,21313,0,3372,0,0,1023,27500,2886
New York,WARREN,6353,26016,14025,0,1573,0,0,362,10057,1472
New York,WASHINGTON,5665,22488,12355,0,1375,0,0,113,8645,1287
New York,WAYNE,7208,38371,15761,0,1964,0,0,515,20131,2080
New York,WESTCHESTER,34115,241511,73207,211,17412,0,1536,7706,141439,8248
New York,WYOMING,3284,17667,8648,0,752,0,0,131,8137,979
New York,YATES,1984,15827,6261,0,504,0,0,144,8917,737
Ohio,ADAMS,2002,16022,7046,0,447,0,0,32,8496,729
Ohio,ALLEN,8438,35784,18046,0,2260,0,0,277,15200,1753
Ohio,ASHLAND,4144,20674,9150,0,1421,0,0,151,9953,1230
Ohio,ASHTABULA,9037,47579,20917,0,2269,0,0,247,24147,3008
Ohio,ATHENS,4093,32935,13944,0,2659,0,0,312,16019,1291
Ohio,AUGLAIZE,4242,12621,6192,0,842,0,0,304,5283,756
Ohio,BELMONT,6312,24470,13235,0,836,0,0,294,10105,1698
Ohio,BROWN,3728,22437,8271,0,720,0,0,86,13360,1203
Ohio,BUTLER,26644,120003,49754,0,9338,0,0,1406,59505,5790
Ohio,CARROLL,2488,9756,3600,0,385,0,0,73,5697,715
Ohio,CHAMPAIGN,3175,13296,6141,0,1011,0,0,339,5804,618
Ohio,CLARK,13611,66756,32543,0,3576,0,0,621,30016,3069
Ohio,CLERMONT,16126,76009,30314,0,5229,0,0,1221,39245,4063
Ohio,CLINTON,3535,21289,9681,0,1258,0,0,417,9934,863
Ohio,COLUMBIANA,9393,49923,24100,0,2560,0,0,494,22770,3044
Ohio,COSHOCTON,3029,12730,6913,0,525,0,0,122,5171,942
Ohio,CRAWFORD,4144,18339,9012,0,838,0,0,153,8336,1070
Ohio,CUYAHOGA,82786,2763705,188469,10883,29351,0,2192066,7545,335392,22635
Ohio,DARKE,3734,17167,8240,0,683,0,0,177,8067,907
Ohio,DEFIANCE,2994,12714,7636,0,776,0,0,174,4129,674
Ohio,DELAWARE,12107,30205,15227,0,3118,0,0,752,11109,1642
Ohio,ERIE,8117,37903,18826,0,1472,0,0,676,16929,2193
Ohio,FAIRFIELD,12661,59682,24744,0,4481,0,0,1072,29385,3234
Ohio,FAYETTE,2339,15966,5594,0,597,0,0,21,9755,645
Ohio,FRANKLIN,71679,355984,149554,1893,41205,0,1086,4758,157487,18468
Ohio,FULTON,2985,11564,6238,0,756,0,0,182,4387,661
Ohio,GALLIA,2401,18017,8693,0,676,0,0,59,8588,841
Ohio,GEAUGA,6206,24127,10108,0,1126,0,0,713,12179,1364
Ohio,GREENE,16755,98440,53133,0,15262,0,0,1362,28683,3002
Ohio,GUERNSEY,3313,22667,10938,0,770,0,0,112,10846,1385
Ohio,HAMILTON,50316,322653,98529,14925,24090,0,2081,5287,177741,13237
Ohio,HANCOCK,5569,17419,8725,0,1437,0,0,323,6935,1063
Ohio,HARDIN,2157,9865,5251,0,651,0,0,46,3917,509
Ohio,HARRISON,1564,8270,3775,0,320,0,0,13,4163,457
Ohio,HENRY,2275,6330,3261,0,313,0,0,258,2498,374
Ohio,HIGHLAND,3564,26315,9159,0,872,0,0,78,16206,1119
Ohio,HOCKING,2807,13665,6270,0,423,0,0,86,6886,776
Ohio,HOLMES,1524,14254,3127,0,194,0,0,94,10838,409
Ohio,HURON,4824,21517,11168,0,1178,0,0,285,8886,1255
Ohio,JACKSON,2871,25950,10807,0,522,0,0,46,14576,1013
Ohio,JEFFERSON,6627,29235,14185,0,1466,0,0,693,12890,1705
Ohio,KNOX,4923,18023,8618,0,1525,0,0,269,7610,1127
Ohio,LAKE,18931,85419,35334,0,5287,0,0,1506,43292,5098
Ohio,LAWRENCE,5192,44478,19028,0,1077,0,0,209,24163,2028
Ohio,LICKING,15060,60874,28866,0,4156,0,0,675,27177,3937
Ohio,LOGAN,4030,15378,7833,0,1083,0,0,385,6077,716
Ohio,LORAIN,26902,103884,43446,0,6099,0,0,1720,52619,6511
Ohio,LUCAS,29788,112860,49947,0,8315,0,0,2134,52465,6407
Ohio,MADISON,3909,13739,6896,0,941,0,0,131,5771,636
Ohio,MAHONING,19810,93063,41093,0,5866,0,0,2024,44080,5895
Ohio,MARION,5073,21560,10639,0,1164,0,0,146,9612,1291
Ohio,MEDINA,13677,48443,23468,0,3212,0,0,1070,20694,2497
Ohio,MEIGS,2297,10845,5134,0,242,0,0,119,5350,640
Ohio,MERCER,2723,11055,5971,0,508,0,0,147,4430,678
Ohio,MIAMI,8574,38204,16974,0,2633,0,0,544,18053,1785
Ohio,MONROE,1589,5320,2787,0,129,0,0,127,2277,418
Ohio,MONTGOMERY,45329,307521,117023,376,21327,0,4798,2789,161209,11844
Ohio,MORGAN,1571,7474,4068,0,257,0,0,33,3116,405
Ohio,MORROW,3078,11683,4976,0,632,0,0,94,5982,855
Ohio,MUSKINGUM,6866,31630,16200,0,1900,0,0,208,13321,2200
Ohio,NOBLE,1196,3519,1615,0,136,0,0,30,1738,274
Ohio,OTTAWA,3605,15860,8689,0,808,0,0,247,6116,1020
Ohio,PAULDING,1746,5228,2318,0,239,0,0,22,2648,323
Ohio,PERRY,3058,14687,7539,0,962,0,0,58,6129,785
Ohio,PICKAWAY,5242,31667,12059,0,1412,0,0,116,18079,1314
Ohio,PIKE,2303,22691,7196,0,455,0,0,81,14959,830
Ohio,PORTAGE,11745,53425,24155,0,5424,0,0,534,23311,3177
Ohio,PREBLE,3495,18998,7815,0,973,0,0,89,10121,879
Ohio,PUTNAM,1953,5902,3016,0,411,0,0,179,2297,358
Ohio,RICHLAND,10935,50194,21129,0,2882,0,0,610,25573,3882
Ohio,ROSS,7276,96960,20879,6911,1813,0,2358,226,64773,2590
Ohio,SANDUSKY,4827,16095,7762,0,890,0,0,378,7064,1094
Ohio,SCIOTO,6424,46308,21179,0,1627,0,0,745,22756,2156
Ohio,SENECA,4375,16868,8776,0,1323,0,0,172,6598,1153
Ohio,SHELBY,3512,12425,5490,0,773,0,0,134,6027,743
Ohio,STARK,30385,133041,60371,0,7716,0,0,1654,63301,7702
Ohio,SUMMIT,40814,179409,74145,0,13791,0,0,3489,87983,10382
Ohio,TRUMBULL,20129,86350,38657,0,3877,0,0,1328,42487,5844
Ohio,TUSCARAWAS,7509,36812,18042,0,1762,0,0,559,16448,2511
Ohio,UNION,3835,10320,5002,0,747,0,0,177,4395,623
Ohio,VAN WERT,2173,7609,3672,0,253,0,0,46,3637,513
Ohio,VINTON,1136,10907,4014,0,411,0,0,39,6443,444
Ohio,WARREN,16471,56427,23866,0,5911,0,0,1042,25608,2710
Ohio,WASHINGTON,6047,26126,13461,0,1329,0,0,268,11067,1696
Ohio,WAYNE,8126,33825,14862,0,1648,0,0,450,16866,1917
Ohio,WILLIAMS,3113,12877,6645,0,873,0,0,120,5239,713
Ohio,WOOD,9121,26976,12917,0,3353,0,0,572,10134,1521
Ohio,WYANDOT,1707,6715,3477,0,383,0,0,43,2812,412
Oklahoma,ADAIR,1416,13387,8928,0,216,0,0,22,4221,505
Oklahoma,ALFALFA,811,2130,1122,0,48,0,0,12,948,84
Oklahoma,ATOKA,1368,7617,4913,0,115,0,0,8,2581,339
Oklahoma,BEAVER,386,1122,724,0,20,0,0,10,368,76
Oklahoma,BECKHAM,1663,6687,4301,0,207,0,0,210,1969,302
Oklahoma,BLAINE,954,4377,3023,0,104,0,0,18,1232,203
Oklahoma,BRYAN,3857,27297,17376,0,987,0,0,52,8881,1215
Oklahoma,CADDO,2409,18976,12842,0,481,0,0,96,5556,628
Oklahoma,CANADIAN,11409,57744,36828,0,4163,0,0,504,16249,2198
Oklahoma,CARTER,4309,29989,19728,0,649,0,0,225,9387,1123
Oklahoma,CHEROKEE,4080,37897,21535,0,1373,0,0,214,14775,1518
Oklahoma,CHOCTAW,1429,11020,7118,0,175,0,0,45,3682,427
Oklahoma,CIMARRON,194,746,449,0,26,0,0,1,270,59
Oklahoma,CLEVELAND,27077,164881,106888,0,16666,0,0,1941,39386,5039
Oklahoma,COAL,502,3872,2795,0,66,0,0,18,992,132
Oklahoma,COMANCHE,18527,213763,162515,464,18198,0,661,1563,30363,6265
Oklahoma,COTTON,637,5256,4328,0,164,0,0,20,744,160
Oklahoma,CRAIG,1262,9858,5698,0,150,0,0,86,3924,473
Oklahoma,CREEK,7340,39484,25973,0,1380,0,0,401,11731,1779
Oklahoma,CUSTER,2160,14940,8097,0,654,0,0,70,6119,521
Oklahoma,DELAWARE,4316,31327,16848,0,380,0,0,131,13968,1672
Oklahoma,DEWEY,334,2180,1369,0,44,0,0,17,751,75
Oklahoma,ELLIS,416,1646,1095,0,47,0,0,3,500,71
Oklahoma,GARFIELD,5733,26020,17658,0,1816,0,0,270,6276,1047
Oklahoma,GARVIN,2084,23657,17502,0,374,0,0,59,5723,634
Oklahoma,GRADY,4651,27464,18307,0,1088,0,0,241,7828,1082
Oklahoma,GRANT,438,1694,998,0,58,0,0,1,637,89
Oklahoma,GREER,619,4087,2831,0,21,0,0,5,1230,143
Oklahoma,HARMON,269,1425,1043,0,65,0,0,2,315,64
Oklahoma,HARPER,327,1426,953,0,23,0,0,5,445,68
Oklahoma,HASKELL,968,13739,7838,0,112,0,0,232,5557,533
Oklahoma,HUGHES,1297,12185,8005,0,216,0,0,32,3932,423
Oklahoma,JACKSON,3118,24368,18709,0,1718,0,0,581,3360,616
Oklahoma,JEFFERSON,707,4492,3271,0,46,0,0,4,1171,181
Oklahoma,JOHNSTON,902,9184,5783,0,212,0,0,2,3187,295
Oklahoma,KAY,4488,23543,13861,0,794,0,0,220,8668,1091
Oklahoma,KINGFISHER,944,3965,2825,0,199,0,0,58,883,131
Oklahoma,KIOWA,1064,7082,4931,0,115,0,0,30,2006,254
Oklahoma,LATIMER,894,15931,11014,0,162,0,0,46,4709,464
Oklahoma,LE FLORE,4225,39823,23138,0,613,0,0,176,15896,1974
Oklahoma,LINCOLN,3337,23004,14432,0,606,0,0,198,7767,883
Oklahoma,LOGAN,4866,18048,10928,0,740,0,0,293,6088,880
Oklahoma,LOVE,755,4560,3089,0,87,0,0,81,1303,196
Oklahoma,MCCLAIN,2895,30169,22057,0,1038,0,0,104,6969,833
Oklahoma,MCCURTAIN,2639,18852,12404,0,375,0,0,58,6014,751
Oklahoma,MCINTOSH,2372,31894,17808,0,391,0,0,114,13581,1200
Oklahoma,MAJOR,607,1966,1250,0,109,0,0,30,577,93
Oklahoma,MARSHALL,1383,10608,7083,0,133,0,0,53,3340,443
Oklahoma,MAYES,3411,31860,17921,0,915,0,0,150,12875,1328
Oklahoma,MURRAY,1263,12983,8078,0,173,0,0,17,4715,451
Oklahoma,MUSKOGEE,6451,212285,51590,211,2560,0,118433,232,39260,3098
Oklahoma,NOBLE,896,4437,2751,0,174,0,0,25,1487,201
Oklahoma,NOWATA,978,6380,4114,0,154,0,0,34,2078,252
Oklahoma,OKFUSKEE,1018,7086,4692,0,120,0,0,93,2181,225
Oklahoma,OKLAHOMA,59410,462080,267159,4645,33013,0,2494,4660,150109,14859
Oklahoma,OKMULGEE,3568,34244,19465,0,833,0,0,246,13699,1440
Oklahoma,OSAGE,4218,15027,7739,0,134,0,0,179,6975,1041
Oklahoma,OTTAWA,3309,22477,15303,0,647,0,0,203,6325,942
Oklahoma,PAWNEE,1520,10412,5838,0,175,0,0,48,4351,395
Oklahoma,PAYNE,4817,29094,16924,0,3499,0,0,324,8347,1067
Oklahoma,PITTSBURG,4856,36955,22996,0,940,0,0,137,12882,1473
Oklahoma,PONTOTOC,2691,23370,16356,0,852,0,0,185,5978,919
Oklahoma,POTTAWATOMIE,7330,49899,33766,0,1874,0,0,409,13850,1669
Oklahoma,PUSHMATAHA,1162,11712,8216,0,136,0,0,49,3310,428
Oklahoma,ROGER MILLS,278,1440,940,0,38,0,0,2,461,55
Oklahoma,ROGERS,9255,51430,32002,0,2025,0,0,292,17111,2362
Oklahoma,SEMINOLE,2180,17631,11477,0,289,0,0,77,5788,611
Oklahoma,SEQUOYAH,3944,39051,24013,0,690,0,0,93,14255,1607
Oklahoma,STEPHENS,4059,36131,25109,0,808,0,0,119,10095,1277
Oklahoma,TEXAS,1042,3538,1612,0,132,0,0,77,1717,235
Oklahoma,TILLMAN,727,4615,2911,0,219,0,0,29,1456,191
Oklahoma,TULSA,47965,266228,163028,0,19762,0,0,3174,80263,11586
Oklahoma,WAGONER,7454,50185,29547,0,1924,0,0,175,18539,2015
Oklahoma,WASHINGTON,4921,28139,19701,0,953,0,0,255,7229,1186
Oklahoma,WASHITA,1006,4862,3533,0,137,0,0,19,1173,182
Oklahoma,WOODS,716,2779,1565,0,268,0,0,63,883,139
Oklahoma,WOODWARD,1512,6678,3821,0,162,0,0,30,2666,265
Oregan,BAKER,1936,14456,7570,0,271,0,0,91,6525,838
Oregan,BENTON,5694,26428,14214,0,4734,0,0,732,6748,1137
Oregan,CLACKAMAS,34848,167406,80115,0,11291,0,0,2269,73732,7073
Oregan,CLATSOP,4125,24663,12521,0,977,0,0,253,10912,1146
Oregan,COLUMBIA,5874,35090,16693,0,1704,0,0,307,16387,1578
Oregan,COOS,8018,70624,40187,0,1661,0,0,310,28465,2789
Oregan,CROOK,2458,15044,7507,0,467,0,0,130,6940,1017
Oregan,CURRY,2955,25968,16566,0,281,0,0,140,8981,1290
Oregan,DESCHUTES,14739,85024,44073,0,7819,0,0,1155,31978,4779
Oregan,DOUGLAS,13004,186546,92649,5553,2306,0,890,895,84253,6920
Oregan,GILLIAM,244,1276,726,0,31,0,0,12,507,77
Oregan,GRANT,743,4532,2432,0,78,0,0,159,1863,299
Oregan,HARNEY,942,6053,2946,0,60,0,0,28,3018,340
Oregan,HOOD RIVER,1665,7223,4366,0,307,0,0,58,2492,320
Oregan,JACKSON,20551,221062,88303,23120,6672,0,3655,1499,97813,8448
Oregan,JEFFERSON,2077,13834,7911,0,504,0,0,81,5339,644
Oregan,JOSEPHINE,9512,78706,45791,0,2198,0,0,958,29759,3634
Oregan,KLAMATH,6908,57780,36963,0,2747,0,0,385,17685,2903
Oregan,LAKE,916,7024,4246,0,186,0,0,36,2556,336
Oregan,LANE,30208,207410,119947,0,12122,0,0,2252,73089,9803
Oregan,LINCOLN,5136,37517,21261,0,600,0,0,430,15225,1779
Oregan,LINN,11757,77844,44319,0,4889,0,0,796,27840,3129
Oregan,MALHEUR,2404,11945,5805,0,672,0,0,95,5373,642
Oregan,MARION,23914,140293,75082,0,8129,0,0,1667,55416,5805
Oregan,MORROW,1019,5692,2630,0,135,0,0,33,2895,311
Oregan,MULTNOMAH,43528,369946,118732,8028,27454,0,30753,3822,181158,12287
Oregan,POLK,7132,35817,19677,0,2750,0,0,346,13045,1537
Oregan,SHERMAN,282,1404,786,0,57,0,0,12,550,93
Oregan,TILLAMOOK,2515,21541,11646,0,357,0,0,142,9396,901
Oregan,UMATILLA,5932,43348,21196,0,1298,0,0,284,20570,2232
Oregan,UNION,2446,19111,9068,0,1049,0,0,148,8847,1037
Oregan,WALLOWA,869,6435,3520,0,75,0,0,19,2821,359
Oregan,WASCO,3170,16368,7602,0,483,0,0,159,8124,862
Oregan,WASHINGTON,35265,192802,89410,0,20577,0,0,2658,80157,7901
Oregan,WHEELER,239,1022,626,0,0,0,0,2,394,75
Oregan,YAMHILL,9328,45893,23204,0,3230,0,0,867,18593,1869
Pennsylvania,ADAMS,9349,26646,14081,0,2773,0,0,533,9260,1456
Pennsylvania,ALLEGHENY,92864,587774,172956,19512,43525,0,26922,11110,313748,21167
Pennsylvania,ARMSTRONG,6276,33905,13115,0,1079,0,0,542,19170,2066
Pennsylvania,BEAVER,17381,69283,30906,0,5807,0,0,1086,31484,5374
Pennsylvania,BEDFORD,4138,23735,10522,0,689,0,0,178,12346,1511
Pennsylvania,BERKS,28691,109541,50633,0,8233,0,0,2526,48150,6825
Pennsylvania,BLAIR,12468,94168,38389,163,4367,0,955,1012,49282,4895
Pennsylvania,BRADFORD,6082,23916,13123,0,1137,0,0,283,9373,1699
Pennsylvania,BUCKS,43267,135519,73989,275,14976,0,2657,4972,38650,6862
Pennsylvania,BUTLER,15223,101087,29852,5608,5449,0,1158,1215,57806,5382
Pennsylvania,CAMBRIA,13921,68263,36443,0,4897,0,0,869,26054,4161
Pennsylvania,CAMERON,612,1847,1070,0,124,0,0,29,624,150
Pennsylvania,CARBON,6519,28803,16488,0,1509,0,0,602,10204,1438
Pennsylvania,CENTRE,9395,40472,16922,0,12000,0,0,650,10900,2049
Pennsylvania,CHESTER,30722,200183,65050,0,10429,0,1495,3515,119694,7215
Pennsylvania,CLARION,3605,15163,6018,0,853,0,17,334,7941,1264
Pennsylvania,CLEARFIELD,7245,37084,16116,0,2412,0,0,468,18088,2443
Pennsylvania,CLINTON,3594,17209,9617,0,1321,0,0,39,6233,1047
Pennsylvania,COLUMBIA,5640,22234,12875,0,1442,0,0,416,7501,1327
Pennsylvania,CRAWFORD,8241,42671,18657,0,2129,0,0,617,21268,3026
Pennsylvania,CUMBERLAND,21275,91146,52191,0,13311,0,0,2145,23498,3911
Pennsylvania,DAUPHIN,22403,98552,46269,0,10009,0,0,2163,40111,4659
Pennsylvania,DELAWARE,35178,154866,73952,0,13549,0,0,4933,62432,6931
Pennsylvania,ELK,3002,12642,6573,0,522,0,0,467,5081,1070
Pennsylvania,ERIE,21693,150445,54465,5298,9512,0,680,1270,79220,8495
Pennsylvania,FAYETTE,12200,64703,34590,0,3179,0,0,825,26109,3302
Pennsylvania,FOREST,664,3455,1881,0,88,0,0,65,1421,249
Pennsylvania,FRANKLIN,13382,53388,27523,0,4876,0,0,1048,19940,2625
Pennsylvania,FULTON,1336,5441,2620,0,252,0,0,107,2463,275
Pennsylvania,GREENE,3733,16131,9314,0,823,0,0,95,5898,751
Pennsylvania,HUNTINGDON,4304,19439,8687,0,1165,0,0,211,9376,1097
Pennsylvania,INDIANA,6745,33969,17233,0,4827,0,0,516,11394,1663
Pennsylvania,JEFFERSON,3922,17271,8979,0,1287,0,0,369,6636,1271
Pennsylvania,JUNIATA,1786,5289,2764,0,307,0,0,73,2145,366
Pennsylvania,LACKAWANNA,16878,81879,45061,0,4332,0,0,1574,30912,3683
Pennsylvania,LANCASTER,35883,138890,58386,0,11295,0,0,2646,66563,8487
Pennsylvania,LAWRENCE,7360,37795,16708,0,2310,0,0,322,18456,2565
Pennsylvania,LEBANON,11903,121258,31006,17498,4530,0,5029,862,62333,4711
Pennsylvania,LEHIGH,24170,71240,40408,0,6702,0,0,1743,22386,4144
Pennsylvania,LUZERNE,27229,179672,78285,785,5747,0,1271,2564,91021,7511
Pennsylvania,LYCOMING,11172,37531,21634,0,4237,0,0,408,11252,2680
Pennsylvania,MCKEAN,4339,19717,10856,0,677,0,0,331,7853,1506
Pennsylvania,MERCER,10147,43225,19576,0,3373,0,0,708,19567,3470
Pennsylvania,MIFFLIN,4308,14590,8130,0,878,0,0,88,5494,1138
Pennsylvania,MONROE,12986,58514,28978,0,4017,0,0,1285,24234,2364
Pennsylvania,MONTGOMERY,48746,168824,86731,0,18393,0,0,6441,57260,9207
Pennsylvania,MONTOUR,1475,5862,3691,0,631,0,0,241,1299,285
Pennsylvania,NORTHAMPTON,22740,69271,40447,0,6254,0,0,1618,20951,3660
Pennsylvania,NORTHUMBERLAND,8854,28235,16701,0,1852,0,0,418,9264,1843
Pennsylvania,PERRY,4134,18349,9163,0,1362,0,0,169,7654,814
Pennsylvania,PHILADELPHIA,74238,683830,229935,269,47914,0,118075,4333,283304,19965
Pennsylvania,PIKE,5774,28014,13420,0,1744,0,0,350,12500,1291
Pennsylvania,POTTER,1737,9433,5194,0,311,0,0,35,3893,586
Pennsylvania,SCHUYLKILL,14186,66834,33040,0,3818,0,0,1312,28665,3850
Pennsylvania,SNYDER,2683,7977,4121,0,630,0,0,138,3089,485
Pennsylvania,SOMERSET,6623,31741,16545,0,2038,0,0,392,12766,1964
Pennsylvania,SULLIVAN,810,3362,1170,0,96,0,0,9,2087,210
Pennsylvania,SUSQUEHANNA,3912,17490,9185,0,779,0,0,163,7363,879
Pennsylvania,TIOGA,4322,22357,11036,0,874,0,0,250,10197,1301
Pennsylvania,UNION,3453,8371,5863,0,944,0,0,181,1383,497
Pennsylvania,VENANGO,5429,24331,10857,0,1421,0,0,372,11681,2004
Pennsylvania,WARREN,4262,21481,9841,0,893,0,0,307,10440,1626
Pennsylvania,WASHINGTON,18216,68757,32334,0,5077,0,0,1432,29913,4002
Pennsylvania,WAYNE,4875,21145,11877,0,1082,0,0,362,7824,1031
Pennsylvania,WESTMORELAND,34028,133137,61203,0,10393,0,0,3152,58389,8270
Pennsylvania,WYOMING,2467,11823,6421,0,682,0,0,175,4546,491
Pennsylvania,YORK,37449,121178,57920,0,14922,0,0,2727,45609,7512
Rhode Island,BRISTOL,3765,24833,9803,0,1391,0,0,481,13159,1054
Rhode Island,KENT,13603,84361,39573,0,7204,0,0,978,36607,4010
Rhode Island,NEWPORT,7599,41403,22005,0,5514,0,0,1014,12870,1572
Rhode Island,PROVIDENCE,33941,279743,98634,2867,16778,0,19476,2892,139097,11302
Rhode Island,WASHINGTON,10298,43998,23974,0,4638,0,0,564,14822,2194
South Carolina,ABBEVILLE,2217,14383,8252,0,325,0,0,73,5733,730
South Carolina,AIKEN,15645,96042,44288,0,5087,0,0,842,45826,4858
South Carolina,ALLENDALE,725,4845,2309,0,161,0,0,3,2372,214
South Carolina,ANDERSON,16569,79623,48569,0,3663,0,0,739,26652,4392
South Carolina,BAMBERG,1587,8518,4687,0,417,0,0,14,3400,406
South Carolina,BARNWELL,1793,11528,6123,0,477,0,0,70,4858,531
South Carolina,BEAUFORT,19757,94984,57073,53,10730,0,1056,1875,24197,4121
South Carolina,BERKELEY,24134,148391,75864,0,16414,0,0,1223,54890,6256
South Carolina,CALHOUN,1504,7430,3158,0,254,0,0,52,3965,438
South Carolina,CHARLESTON,29660,272889,110033,2044,21471,0,3045,2823,133473,10490
South Carolina,CHEROKEE,4346,22180,13013,0,2005,0,0,173,6990,1156
South Carolina,CHESTER,2421,20207,11269,0,504,0,0,122,8312,915
South Carolina,CHESTERFIELD,3232,20754,11877,0,627,0,0,222,8028,979
South Carolina,CLARENDON,2650,23934,14321,0,714,0,0,114,8786,1130
South Carolina,COLLETON,3718,29758,14887,0,1067,0,0,178,13626,1353
South Carolina,DARLINGTON,5730,32727,19602,0,1472,0,0,335,11318,1632
South Carolina,DILLON,2028,13806,7981,0,793,0,0,127,4906,631
South Carolina,DORCHESTER,17851,135809,74818,0,18462,0,0,1409,41119,4707
South Carolina,EDGEFIELD,1948,16059,8114,0,861,0,0,108,6975,691
South Carolina,FAIRFIELD,2051,16195,8909,0,513,0,0,142,6630,613
South Carolina,FLORENCE,10318,67151,39884,51,3790,0,675,706,22045,3344
South Carolina,GEORGETOWN,5930,32873,16385,0,1307,0,0,461,14720,1813
South Carolina,GREENVILLE,34363,154916,95795,0,14014,0,0,2063,43044,7463
South Carolina,GREENWOOD,5102,38217,23818,0,1563,0,0,380,12457,1699
South Carolina,HAMPTON,1689,10863,6030,0,779,0,0,159,3896,503
South Carolina,HORRY,28659,175460,104165,0,8895,0,0,2041,60359,9385
South Carolina,JASPER,1759,10523,6198,0,900,0,0,141,3284,555
South Carolina,KERSHAW,6277,60728,36705,0,5408,0,0,393,18223,2234
South Carolina,LANCASTER,6749,35893,22099,0,1135,0,0,386,12272,1834
South Carolina,LAURENS,5452,31093,19887,0,926,0,0,419,9860,1447
South Carolina,LEE,1600,10615,5818,0,387,0,0,107,4304,463
South Carolina,LEXINGTON,25550,157854,87395,0,12683,0,0,1855,55920,6424
South Carolina,MCCORMICK,1165,9144,4729,0,233,0,0,207,3974,368
South Carolina,MARION,2629,18599,10247,0,982,0,0,72,7299,888
South Carolina,MARLBORO,1807,12556,7509,0,535,0,0,115,4397,617
South Carolina,NEWBERRY,2909,17944,11119,0,1035,0,0,111,5679,731
South Carolina,OCONEE,7195,31834,21243,0,1476,0,0,549,8567,1453
South Carolina,ORANGEBURG,6453,57823,29533,0,2451,0,0,392,25447,2707
South Carolina,PICKENS,9017,46162,29342,0,4157,0,0,324,12338,2121
South Carolina,RICHLAND,35222,471570,225436,409,47733,0,58470,3381,136141,14458
South Carolina,SALUDA,1471,8745,3871,0,191,0,0,66,4617,437
South Carolina,SPARTANBURG,23039,114565,69071,0,6815,0,0,1102,37577,5451
South Carolina,SUMTER,12223,116043,70079,0,12245,0,0,829,32890,4158
South Carolina,UNION,1945,11699,7201,0,421,0,0,287,3790,609
South Carolina,WILLIAMSBURG,2464,20125,10475,0,1044,0,0,136,8471,922
South Carolina,YORK,20414,83267,48602,0,6227,0,0,984,27454,4743
South Dakota,AURORA,281,1596,836,0,73,0,0,2,685,100
South Dakota,BEADLE,1630,6591,2930,0,111,0,0,86,3464,472
South Dakota,BENNETT,196,1817,595,0,0,0,0,1,1222,101
South Dakota,BON HOMME,760,4686,1298,0,130,0,0,78,3179,275
South Dakota,BROOKINGS,2159,10032,4166,0,1556,0,0,163,4148,647
South Dakota,BROWN,2862,14912,6463,0,900,0,0,105,7445,1307
South Dakota,BRULE,463,1979,848,0,97,0,0,29,1005,135
South Dakota,BUFFALO,157,914,494,0,38,0,0,6,376,31
South Dakota,BUTTE,967,10959,3778,0,190,0,0,20,6971,502
