State,County/ Congressional District,Veteran Population*,Total Expenditure,Compensation & Pension,Construction,Education & Vocational Rehabilitation/ Employment,Loan Guaranty#,General Operating Expenses,Insurance & Indemnities,Medical Care,Unique Patients**
Florida,SEMINOLE,38598,144055,73807,0,15958,0,0,2928,51362,7970
Florida,SUMTER,8479,54651,27231,557,718,0,4272,1224,20650,5131
Florida,SUWANNEE,4570,38522,12529,0,709,0,0,244,25040,2204
Florida,TAYLOR,2375,11693,5169,0,269,0,0,123,6131,752
Florida,UNION,1601,7445,2685,0,208,0,0,51,4500,367
Florida,VOLUSIA,54700,237019,128267,0,18886,0,0,4521,85346,16391
Florida,WAKULLA,2911,12388,6298,0,1845,0,0,150,4095,774
Florida,WALTON,6494,31335,21462,0,1672,0,0,471,7730,1371
Florida,WASHINGTON,2396,16406,10084,0,1956,0,0,203,4163,688
Georgia,APPLING,1295,5835,2865,0,259,0,0,107,2603,335
Georgia,ATKINSON,426,3140,1707,0,153,0,0,3,1277,168
Georgia,BACON,786,4007,2040,0,152,0,0,11,1804,227
Georgia,BAKER,346,1064,800,0,75,0,0,11,178,57
Georgia,BALDWIN,4311,15830,7680,0,863,0,0,176,7111,850
Georgia,BANKS,1021,4358,2781,0,111,0,0,34,1432,253
Georgia,BARROW,4821,14323,7340,0,1344,0,0,111,5528,875
Georgia,BARTOW,7856,22083,13152,0,1990,0,0,313,6628,1160
Georgia,BEN HILL,1272,8010,4109,0,284,0,0,55,3562,420
Georgia,BERRIEN,1659,11139,6219,0,603,0,0,73,4245,494
Georgia,BIBB,12298,58568,25906,0,5265,0,0,1035,26362,3647
Georgia,BLECKLEY,1076,4977,2064,0,236,0,0,34,2642,268
Georgia,BRANTLEY,1692,7038,4220,0,284,0,0,81,2452,302
Georgia,BROOKS,1384,9002,4444,0,515,0,0,56,3987,485
Georgia,BRYAN,2711,15718,8842,0,3990,0,0,238,2648,600
Georgia,BULLOCH,5299,17373,8025,0,2970,0,0,387,5991,915
Georgia,BURKE,1973,20054,12216,0,1359,0,0,74,6405,612
Georgia,BUTTS,2070,7503,4624,0,416,0,0,33,2430,356
Georgia,CALHOUN,353,1440,693,0,53,0,0,4,691,144
Georgia,CAMDEN,5904,31002,17778,0,5383,0,0,607,7233,1313
Georgia,CANDLER,964,3642,1548,0,201,0,0,21,1871,200
Georgia,CARROLL,7979,26152,14712,0,3435,0,0,309,7696,1249
Georgia,CATOOSA,5541,15534,9187,0,849,0,0,164,5334,1045
Georgia,CHARLTON,1043,4783,2627,0,209,0,0,58,1890,257
Georgia,CHATHAM,25658,148808,51936,0,66509,0,0,2163,28200,5231
Georgia,CHATTAHOOCHEE,901,4671,2523,0,1358,0,0,83,707,135
Georgia,CHATTOOGA,2380,6819,4279,0,232,0,0,55,2254,371
Georgia,CHEROKEE,15991,39168,23098,0,4131,0,0,790,11148,1863
Georgia,CLARKE,6037,19926,10202,0,3072,0,0,499,6153,1024
Georgia,CLAY,260,845,468,0,27,0,0,35,315,48
Georgia,CLAYTON,24682,104060,54677,0,12388,0,0,840,36155,4820
Georgia,CLINCH,553,2287,1285,0,137,0,0,3,861,148
Georgia,COBB,58829,138093,70666,0,20473,0,10,3578,43367,6580
Georgia,COFFEE,2545,13339,5818,0,587,0,0,58,6875,822
Georgia,COLQUITT,3307,18093,10243,0,630,0,0,78,7143,897
Georgia,COLUMBIA,13520,93848,54037,0,11491,0,0,1077,27243,3510
Georgia,COOK,1346,8262,4408,0,587,0,0,67,3199,458
Georgia,COWETA,10613,30259,18156,0,2830,0,0,633,8640,1669
Georgia,CRAWFORD,1198,6674,3845,0,473,0,0,77,2279,277
Georgia,CRISP,1530,6826,3574,0,433,0,0,46,2773,408
Georgia,DADE,1748,3609,2095,0,199,0,0,67,1249,269
Georgia,DAWSON,1900,4768,2954,0,317,0,0,56,1441,264
Georgia,DECATUR,2059,6899,2572,0,443,0,0,172,3713,613
Georgia,DEKALB,45374,376313,95696,13023,21888,0,103392,3132,139183,11119
Georgia,DODGE,1712,9443,3885,0,436,0,0,166,4957,468
Georgia,DOOLY,851,3068,1716,0,50,0,0,49,1253,189
Georgia,DOUGHERTY,8375,42290,24119,0,3021,0,0,674,14476,2341
Georgia,DOUGLAS,11521,39896,22729,0,5158,0,0,276,11733,1769
Georgia,EARLY,733,3148,1653,0,217,0,0,81,1197,251
Georgia,ECHOLS,281,1845,1114,0,103,0,0,36,592,72
Georgia,EFFINGHAM,5663,15881,8883,0,2291,0,0,151,4556,801
Georgia,ELBERT,1764,6985,3383,0,303,0,0,99,3200,451
Georgia,EMANUEL,1438,10097,3838,0,743,0,0,43,5473,523
Georgia,EVANS,851,3957,1713,0,161,0,0,70,2013,208
Georgia,FANNIN,2075,7944,4360,0,109,0,0,320,3155,520
Georgia,FAYETTE,14270,34901,24063,0,3707,0,0,861,6270,1293
Georgia,FLOYD,7611,23113,15225,0,1330,0,0,377,6181,1220
Georgia,FORSYTH,11142,21238,11928,0,1714,0,0,761,6834,1072
Georgia,FRANKLIN,2010,6388,3382,0,244,0,0,104,2657,403
Georgia,FULTON,52865,216500,98226,8,27410,0,1870,4301,84686,10689
Georgia,GILMER,3465,9576,5933,0,281,0,0,300,3063,510
Georgia,GLASCOCK,157,850,318,0,40,0,0,10,482,58
Georgia,GLYNN,7839,25819,15603,0,1728,0,0,616,7872,1443
Georgia,GORDON,4049,10274,6345,0,521,0,0,111,3298,615
Georgia,GRADY,1879,6684,2786,0,354,0,0,60,3484,619
Georgia,GREENE,1519,4873,2402,0,206,0,0,39,2226,274
Georgia,GWINNETT,47722,136196,69875,0,17826,0,0,2449,46047,6910
Georgia,HABERSHAM,3523,10660,6707,0,334,0,0,205,3414,697
Georgia,HALL,11497,34047,19636,0,2150,0,0,761,11500,1960
Georgia,HANCOCK,693,4469,1990,0,188,0,0,59,2231,203
Georgia,HARALSON,2140,7667,4661,0,445,0,0,126,2435,369
Georgia,HARRIS,3912,19527,12972,0,1562,0,0,773,4220,639
Georgia,HART,2300,7797,4291,0,294,0,0,198,3015,507
Georgia,HEARD,724,3934,2036,0,115,0,0,19,1765,200
Georgia,HENRY,17444,78321,44910,0,11967,0,0,1097,20347,3391
Georgia,HOUSTON,17284,97406,58627,0,13706,0,0,1735,23338,3907
Georgia,IRWIN,682,3739,2359,0,223,0,0,31,1126,188
Georgia,JACKSON,3990,15382,9136,0,1029,0,0,543,4674,858
Georgia,JASPER,1116,4659,2702,0,207,0,0,41,1709,276
Georgia,JEFF DAVIS,823,5025,2220,0,135,0,0,214,2456,301
Georgia,JEFFERSON,1212,8019,3263,0,669,0,0,141,3946,403
Georgia,JENKINS,861,3148,1089,0,90,0,0,15,1953,179
Georgia,JOHNSON,636,5662,1680,0,75,0,0,24,3882,189
Georgia,JONES,1861,8723,3960,0,546,0,0,130,4087,611
Georgia,LAMAR,2036,6617,3772,0,309,0,0,57,2478,338
Georgia,LANIER,906,4714,2192,0,334,0,0,18,2170,247
Georgia,LAURENS,3904,67688,13630,2582,1005,0,18021,220,32230,2006
Georgia,LEE,3610,9820,6240,0,938,0,0,50,2592,589
Georgia,LIBERTY,7233,54515,32827,0,11677,0,0,465,9546,2161
Georgia,LINCOLN,861,4171,2341,0,105,0,0,15,1711,245
Georgia,LONG,1325,10508,7029,0,1987,0,0,174,1318,256
Georgia,LOWNDES,13300,52255,27202,0,6694,0,0,665,17694,2910
Georgia,LUMPKIN,2121,7851,5030,0,878,0,0,39,1904,386
Georgia,MCDUFFIE,2087,11250,5096,0,589,0,0,87,5478,548
Georgia,MCINTOSH,1361,5006,3158,0,298,0,0,38,1512,260
Georgia,MACON,1122,3403,1507,0,119,0,0,88,1689,238
Georgia,MADISON,2660,9364,5772,0,368,0,0,114,3110,499
Georgia,MARION,975,3721,1894,0,139,0,0,13,1674,199
Georgia,MERIWETHER,1659,6961,4678,0,235,0,0,97,1951,324
Georgia,MILLER,484,1097,440,0,79,0,0,10,568,121
Georgia,MITCHELL,1736,7265,4452,0,421,0,0,40,2352,398
Georgia,MONROE,1896,8305,4129,0,516,0,0,213,3447,496
Georgia,MONTGOMERY,661,3434,1424,0,163,0,0,13,1835,180
Georgia,MORGAN,1054,5041,3079,0,186,0,0,66,1710,278
Georgia,MURRAY,2789,7883,4501,0,824,0,0,8,2550,528
Georgia,MUSCOGEE,22694,181435,120814,0,16732,0,0,1959,41930,5980
Georgia,NEWTON,6007,30130,15856,0,2483,0,0,532,11259,1475
Georgia,OCONEE,2856,7823,4429,0,691,0,0,245,2459,314
Georgia,OGLETHORPE,1094,4545,2309,0,187,0,0,56,1993,312
Georgia,PAULDING,10744,34818,20083,0,4898,0,0,880,8956,1359
Georgia,PEACH,2488,13306,6687,0,1106,0,0,58,5455,642
Georgia,PICKENS,2948,6761,4642,0,339,0,0,171,1609,321
Georgia,PIERCE,1301,8135,4280,0,148,0,0,153,3554,501
Georgia,PIKE,1394,5121,2729,0,733,0,0,127,1531,268
Georgia,POLK,3148,9635,6086,0,433,0,0,229,2887,485
Georgia,PULASKI,937,3767,2185,0,131,0,0,3,1447,178
Georgia,PUTNAM,2448,7201,3566,0,219,0,0,60,3355,440
Georgia,QUITMAN,221,1456,597,0,4,0,0,2,854,96
Georgia,RABUN,1528,6209,3392,0,155,0,0,63,2599,395
Georgia,RANDOLPH,457,1761,733,0,53,0,0,25,950,123
Georgia,RICHMOND,21557,221189,100871,332,15304,0,3655,1824,99204,8861
Georgia,ROCKDALE,9056,29591,16459,0,3747,0,0,329,9056,1409
Georgia,SCHLEY,374,1272,673,0,117,0,0,3,479,60
Georgia,SCREVEN,1386,5279,2126,0,314,0,0,14,2825,284
Georgia,SEMINOLE,958,3079,1357,0,99,0,0,155,1468,235
Georgia,SPALDING,4499,21079,11522,0,1230,0,0,237,8090,1031
Georgia,STEPHENS,2176,8024,4527,0,341,0,0,212,2944,447
Georgia,STEWART,299,2062,1066,0,56,0,0,50,889,87
Georgia,SUMTER,2304,8954,5185,0,714,0,0,80,2976,501
Georgia,TALBOT,554,4503,3203,0,183,0,0,250,867,111
Georgia,TALIAFERRO,133,711,256,0,17,0,0,45,393,39
Georgia,TATTNALL,2282,9260,4781,0,622,0,0,344,3512,455
Georgia,TAYLOR,641,2537,1078,0,82,0,0,36,1341,154
Georgia,TELFAIR,1008,6024,2213,0,76,0,0,48,3688,317
Georgia,TERRELL,858,1845,875,0,63,0,0,61,846,183
Georgia,THOMAS,3980,16942,9053,0,745,0,0,226,6917,1172
Georgia,TIFT,2809,13237,7472,0,731,0,0,148,4885,783
Georgia,TOOMBS,2023,13462,4811,0,602,0,0,105,7944,673
Georgia,TOWNS,1488,5278,3035,0,116,0,0,59,2068,354
Georgia,TREUTLEN,578,3386,1176,0,61,0,0,269,1879,160
Georgia,TROUP,4982,22067,12248,0,1168,0,0,120,8531,1087
Georgia,TURNER,630,3086,1802,0,214,0,0,13,1057,190
Georgia,TWIGGS,608,5873,2807,0,260,0,0,75,2731,231
Georgia,UNION,3316,12074,7549,0,222,0,0,186,4116,663
Georgia,UPSON,2441,10078,5265,0,337,0,0,347,4129,568
Georgia,WALKER,5004,19750,10723,0,2417,0,0,157,6453,1187
Georgia,WALTON,6144,21563,11576,0,1529,0,0,460,7998,1063
Georgia,WARE,3817,19702,10041,0,690,0,0,196,8775,1077
Georgia,WARREN,309,2810,1303,0,196,0,0,64,1248,116
Georgia,WASHINGTON,1525,9067,3555,0,333,0,0,27,5152,509
Georgia,WAYNE,2780,11972,6090,0,499,0,0,119,5264,708
Georgia,WEBSTER,169,941,683,0,31,0,0,98,129,24
Georgia,WHEELER,550,2147,1167,0,65,0,0,2,913,66
Georgia,WHITE,2972,8728,4595,0,201,0,0,58,3873,523
Georgia,WHITFIELD,5752,16530,9665,0,924,0,0,317,5625,1079
Georgia,WILCOX,926,3435,1566,0,82,0,0,21,1766,170
Georgia,WILKES,927,4299,2170,0,118,0,0,32,1978,252
Georgia,WILKINSON,704,4394,1795,0,149,0,0,22,2429,247
Georgia,WORTH,2293,7493,3995,0,334,0,0,42,3123,525
Hawaii,HAWAII,15986,72053,38264,0,2919,0,0,1339,29531,3365
Hawaii,HONOLULU,82112,402201,171835,8467,77127,0,14652,10597,119523,14165
Hawaii,KALAWAO,7,12,10,0,0,0,0,0,2,1
Hawaii,KAUAI,6314,20266,10062,0,778,0,0,388,9038,1196
Hawaii,MAUI,11745,42641,23642,0,1721,0,0,1326,15952,1844
Iowa,ADAIR,861,2528,920,0,117,0,0,52,1439,183
Iowa,ADAMS,318,1258,528,0,36,0,0,11,683,103
Iowa,ALLAMAKEE,1409,4897,2177,0,120,0,0,53,2546,423
Iowa,APPANOOSE,953,5210,2260,0,84,0,0,8,2857,362
Iowa,AUDUBON,502,1922,1014,0,73,0,0,46,789,157
Iowa,BENTON,2175,7214,3121,0,365,0,0,140,3588,662
Iowa,BLACK HAWK,10417,29279,14129,0,2399,0,0,847,11903,2380
Iowa,BOONE,2120,6587,3104,0,549,0,0,262,2672,517
Iowa,BREMER,2029,3942,1883,0,268,0,0,128,1663,433
Iowa,BUCHANAN,1691,3960,1689,0,178,0,0,92,2000,414
Iowa,BUENA VISTA,1309,4597,2213,0,123,0,0,196,2065,551
Iowa,BUTLER,1302,3406,1623,0,172,0,0,77,1535,414
Iowa,CALHOUN,1175,3696,1531,0,80,0,0,118,1966,400
Iowa,CARROLL,1757,4169,2250,0,169,0,0,181,1569,452
Iowa,CASS,1128,4457,2035,0,112,0,0,39,2271,354
Iowa,CEDAR,1724,5692,1886,0,253,0,0,71,3481,487
Iowa,CERRO GORDO,3510,18493,9362,0,664,0,0,363,8104,1729
Iowa,CHEROKEE,950,3515,1717,0,81,0,0,52,1665,419
Iowa,CHICKASAW,1118,3012,1092,0,174,0,0,177,1569,398
Iowa,CLARKE,731,3662,1915,0,89,0,0,43,1614,258
Iowa,CLAY,1519,5452,2240,0,227,0,0,164,2822,548
Iowa,CLAYTON,1724,6137,2612,0,158,0,0,60,3307,586
Iowa,CLINTON,4439,13829,6309,0,631,0,0,213,6676,1325
Iowa,CRAWFORD,1254,4762,2519,0,62,0,0,26,2155,410
Iowa,DALLAS,3599,13066,5777,0,876,0,0,334,6078,815
Iowa,DAVIS,658,2523,1277,0,151,0,0,10,1085,181
Iowa,DECATUR,664,2926,1017,0,138,0,0,13,1758,192
Iowa,DELAWARE,1320,3458,1750,0,136,0,0,76,1496,393
Iowa,DES MOINES,3551,11725,5368,0,679,0,0,139,5539,920
Iowa,DICKINSON,1670,5959,2259,0,317,0,0,216,3167,669
Iowa,DUBUQUE,7120,25227,12450,0,1494,0,0,926,10358,2424
Iowa,EMMET,823,3663,1369,0,279,0,0,46,1969,330
Iowa,FAYETTE,1655,6018,2523,0,296,0,0,120,3080,556
Iowa,FLOYD,1436,5903,3259,0,180,0,0,142,2321,604
Iowa,FRANKLIN,1068,3107,1209,0,188,0,0,111,1599,292
Iowa,FREMONT,748,3587,1720,0,88,0,0,16,1763,179
Iowa,GREENE,714,2704,1314,0,92,0,0,74,1223,241
Iowa,GRUNDY,1118,2298,1102,0,202,0,0,103,891,286
Iowa,GUTHRIE,1014,3584,1486,0,173,0,0,59,1866,288
Iowa,HAMILTON,1315,4732,2222,0,214,0,0,221,2075,496
Iowa,HANCOCK,1177,3570,1700,0,116,0,0,113,1641,407
Iowa,HARDIN,1557,4980,2281,0,180,0,0,218,2301,519
Iowa,HARRISON,1505,5899,2839,0,141,0,0,94,2825,339
Iowa,HENRY,1371,6257,2794,0,251,0,0,75,3137,464
Iowa,HOWARD,809,2782,1353,0,98,0,0,7,1325,330
Iowa,HUMBOLDT,819,2830,1224,0,131,0,0,55,1420,385
Iowa,IDA,723,1942,978,0,61,0,0,85,817,208
Iowa,IOWA,1328,5201,1880,0,149,0,0,211,2961,383
Iowa,JACKSON,2084,6051,3031,0,260,0,0,15,2745,601
Iowa,JASPER,2943,9989,4316,0,344,0,0,315,5014,756
Iowa,JEFFERSON,1319,5093,1850,0,290,0,0,81,2872,338
Iowa,JOHNSON,6534,27888,9461,0,3945,0,0,475,14007,1665
Iowa,JONES,2090,6360,2786,0,263,0,0,222,3088,623
Iowa,KEOKUK,871,3728,1332,0,145,0,0,114,2136,366
Iowa,KOSSUTH,1369,4834,2292,0,146,0,0,104,2291,675
Iowa,LEE,3524,12874,5428,763,437,0,0,110,6136,793
Iowa,LINN,17734,52055,21479,0,3629,0,0,1204,25743,4427
Iowa,LOUISA,805,3941,1337,0,54,0,0,17,2533,260
Iowa,LUCAS,597,3080,1181,0,61,0,0,10,1828,243
Iowa,LYON,676,3499,1261,0,49,0,0,165,2024,278
Iowa,MADISON,1363,4454,1970,0,178,0,0,151,2156,359
Iowa,MAHASKA,1643,6657,2758,0,204,0,0,87,3608,477
Iowa,MARION,2699,21268,7713,0,313,0,0,110,13131,890
Iowa,MARSHALL,2828,22499,10714,0,398,0,0,245,11143,1386
Iowa,MILLS,1605,7682,4150,0,847,0,0,22,2663,294
Iowa,MITCHELL,960,3894,2003,0,144,0,0,35,1713,411
Iowa,MONONA,986,3155,1251,0,83,0,0,36,1785,253
Iowa,MONROE,583,4175,1950,0,160,0,0,5,2060,229
Iowa,MONTGOMERY,873,4489,2077,0,208,0,0,66,2138,287
Iowa,MUSCATINE,3181,8746,3766,0,463,0,0,78,4439,654
Iowa,O'BRIEN,1134,4583,1946,0,85,0,0,77,2475,461
Iowa,OSCEOLA,553,2217,649,0,27,0,0,72,1469,198
Iowa,PAGE,1382,5482,2280,0,255,0,0,60,2887,383
Iowa,PALO ALTO,852,3371,1466,0,65,0,0,66,1774,380
Iowa,PLYMOUTH,2363,5065,2171,0,242,0,0,486,2166,641
Iowa,POCAHONTAS,941,3040,1232,0,125,0,0,102,1582,343
Iowa,POLK,26035,143799,48288,14,7383,0,11165,2854,74095,7734
Iowa,POTTAWATTAMIE,8013,37327,18466,0,1917,0,0,686,16257,2020
Iowa,POWESHIEK,1434,4141,2039,0,129,0,0,39,1933,401
Iowa,RINGGOLD,519,1829,747,0,38,0,0,10,1034,147
Iowa,SAC,1188,3464,1829,0,116,0,0,63,1456,383
Iowa,SCOTT,13583,41526,19207,0,4092,0,0,796,17431,3223
Iowa,SHELBY,1145,4500,2383,0,100,0,0,42,1974,344
Iowa,SIOUX,1785,4923,2105,0,305,0,0,87,2426,634
Iowa,STORY,5210,13937,5640,0,2711,0,0,478,5107,908
Iowa,TAMA,1576,4789,2169,0,148,0,0,117,2355,513
Iowa,TAYLOR,534,2439,1125,0,48,0,0,15,1251,171
Iowa,UNION,1208,3982,1761,0,198,0,0,139,1884,294
Iowa,VAN BUREN,631,2389,1132,0,66,0,0,11,1180,194
Iowa,WAPELLO,3198,12630,5249,0,630,0,0,94,6656,832
Iowa,WARREN,3655,16713,6553,0,832,0,0,292,9036,1015
Iowa,WASHINGTON,1474,6893,2386,0,157,0,0,59,4292,541
Iowa,WAYNE,510,3100,1123,0,52,0,0,16,1909,178
Iowa,WEBSTER,2944,11530,5267,0,380,0,0,95,5787,1369
Iowa,WINNEBAGO,1032,3139,1698,0,153,0,0,46,1243,324
Iowa,WINNESHIEK,1392,3484,2039,0,129,0,0,107,1209,347
Iowa,WOODBURY,7309,22312,9584,0,1228,0,0,927,10573,2292
Iowa,WORTH,800,2909,1215,0,168,0,0,111,1414,294
Iowa,WRIGHT,1010,3546,1519,0,89,0,0,74,1865,433
Idaho,ADA,31740,177021,69965,1199,13658,0,9019,3388,79793,9532
Idaho,ADAMS,529,2281,1155,0,14,0,0,13,1099,168
Idaho,BANNOCK,6953,29042,14386,0,2392,0,0,372,11892,1743
Idaho,BEAR LAKE,559,1163,696,0,23,0,0,12,432,108
Idaho,BENEWAH,1193,4401,2655,0,47,0,0,22,1678,289
Idaho,BINGHAM,3142,10105,5022,0,578,0,0,172,4332,770
Idaho,BLAINE,1835,2186,1194,0,75,0,0,45,872,178
Idaho,BOISE,1015,5643,2855,0,339,0,0,34,2416,332
Idaho,BONNER,5592,18130,10402,0,558,0,0,227,6943,1247
Idaho,BONNEVILLE,7117,23456,12700,0,1674,0,0,372,8710,1485
Idaho,BOUNDARY,1366,5616,3434,0,63,0,0,47,2071,328
Idaho,BUTTE,222,877,373,0,3,0,0,39,462,74
Idaho,CAMAS,159,160,71,0,10,0,0,0,79,17
Idaho,CANYON,12371,64126,27556,0,4095,0,0,609,31865,4220
Idaho,CARIBOU,649,1717,891,0,30,0,0,86,711,143
Idaho,CASSIA,1293,5613,2576,0,120,0,0,69,2848,412
Idaho,CLARK,65,78,59,0,0,0,0,0,20,12
Idaho,CLEARWATER,981,5110,3160,0,102,0,0,66,1782,353
Idaho,CUSTER,490,1859,1170,0,39,0,0,21,630,131
Idaho,ELMORE,7002,26680,16694,0,3080,0,0,307,6598,1102
Idaho,FRANKLIN,769,2075,1059,0,59,0,0,76,880,135
Idaho,FREMONT,1372,3305,1577,0,41,0,0,8,1679,235
Idaho,GEM,1981,10121,4637,0,239,0,0,87,5158,623
Idaho,GOODING,1306,4279,2079,0,172,0,0,28,1999,344
Idaho,IDAHO,2035,7068,4615,0,137,0,0,28,2288,504
Idaho,JEFFERSON,1573,5537,2684,0,322,0,0,160,2371,342
Idaho,JEROME,1914,5150,2488,0,221,0,0,117,2324,402
Idaho,KOOTENAI,14652,58280,31593,0,3189,0,0,695,22803,3681
Idaho,LATAH,2891,8296,3854,0,1870,0,0,266,2306,436
Idaho,LEMHI,1086,6275,3118,0,61,0,0,42,3053,360
Idaho,LEWIS,473,3082,1884,0,22,0,0,11,1166,247
Idaho,LINCOLN,362,1208,618,0,28,0,0,36,526,95
Idaho,MADISON,1322,3609,1544,0,818,0,0,17,1230,186
Idaho,MINIDOKA,1283,3403,1419,0,117,0,0,128,1740,402
Idaho,NEZ PERCE,4131,17570,9617,0,962,0,0,343,6649,1284
Idaho,ONEIDA,317,1219,577,0,24,0,0,29,589,100
Idaho,OWYHEE,1003,3803,1711,0,130,0,0,55,1907,283
Idaho,PAYETTE,2491,9012,4381,0,186,0,0,34,4411,658
Idaho,POWER,524,1683,777,0,73,0,0,22,812,135
Idaho,SHOSHONE,1893,6397,3246,0,199,0,0,134,2818,437
Idaho,TETON,424,834,543,0,60,0,0,12,219,51
Idaho,TWIN FALLS,6363,20376,10503,0,1291,0,0,407,8175,1695
Idaho,VALLEY,1073,3519,1783,0,73,0,0,45,1619,264
Idaho,WASHINGTON,1113,5019,2540,0,165,0,0,28,2286,340
Illinois,ADAMS,5688,20657,10824,466,1443,0,0,209,7715,1643
Illinois,ALEXANDER,794,5494,2016,0,171,0,0,18,3288,308
Illinois,BOND,1486,4437,2191,0,447,0,0,54,1744,260
Illinois,BOONE,3404,7397,2997,0,787,0,0,159,3454,684
Illinois,BROWN,484,924,465,0,98,0,0,31,329,79
Illinois,BUREAU,3071,8247,3611,0,395,0,0,238,4004,901
Illinois,CALHOUN,472,1742,1016,0,36,0,0,10,681,102
Illinois,CARROLL,1534,4899,1823,0,196,0,0,183,2697,479
Illinois,CASS,1283,3558,1858,0,104,0,0,199,1397,247
Illinois,CHAMPAIGN,10809,40216,16652,0,5564,0,0,930,17070,2089
Illinois,CHRISTIAN,2840,8498,4336,0,554,0,0,250,3358,685
Illinois,CLARK,1350,5614,2656,0,227,0,0,100,2631,454
Illinois,CLAY,1082,4988,1956,0,212,0,0,128,2691,415
Illinois,CLINTON,3324,10752,6500,0,1239,0,0,232,2781,509
Illinois,COLES,3639,13232,6001,0,1364,0,0,190,5677,956
Illinois,COOK,238917,1135962,298427,15716,91731,0,76221,22550,631317,55120
Illinois,CRAWFORD,1898,8949,3738,0,294,0,0,57,4859,465
Illinois,CUMBERLAND,996,3597,1595,0,177,0,0,46,1778,288
Illinois,DEKALB,7235,16804,6849,0,3837,0,0,533,5585,961
Illinois,DEWITT,1575,4738,1727,0,147,0,0,81,2783,390
Illinois,DOUGLAS,1565,5688,1896,0,315,0,0,51,3426,392
Illinois,DU PAGE,49703,131187,43752,0,16782,0,0,6103,64550,7372
Illinois,EDGAR,1593,6939,3178,0,232,0,0,163,3367,435
Illinois,EDWARDS,695,2685,887,0,54,0,0,61,1683,230
Illinois,EFFINGHAM,2831,8346,3462,0,560,0,0,84,4239,989
Illinois,FAYETTE,1632,4918,2364,0,286,0,0,69,2199,454
Illinois,FORD,1369,4030,1685,0,240,0,0,47,2059,239
Illinois,FRANKLIN,4089,32222,10978,0,721,0,0,238,20285,1721
Illinois,FULTON,3255,7603,3651,0,448,0,0,168,3336,685
Illinois,GALLATIN,573,3356,1111,0,65,0,0,32,2149,205
Illinois,GREENE,1480,4014,1938,0,127,0,0,84,1865,250
Illinois,GRUNDY,3755,8308,3779,0,837,0,0,140,3552,551
Illinois,HAMILTON,645,4690,1909,0,56,0,0,20,2706,298
Illinois,HANCOCK,1702,5825,2313,0,356,0,0,173,2983,523
Illinois,HARDIN,388,2305,1228,0,33,0,0,1,1043,142
Illinois,HENDERSON,868,2549,1086,0,25,0,0,28,1410,206
Illinois,HENRY,4528,12755,6102,0,622,0,0,184,5847,1105
Illinois,IROQUOIS,2647,9535,3572,0,333,0,0,160,5470,728
Illinois,JACKSON,5239,26403,9735,0,4042,0,0,248,12378,1394
Illinois,JASPER,937,3200,1097,0,88,0,0,42,1974,284
Illinois,JEFFERSON,3518,17402,6702,0,716,0,0,485,9499,1120
Illinois,JERSEY,2317,6968,3475,0,422,0,0,65,3006,437
Illinois,JO DAVIESS,2194,5447,2237,0,323,0,0,252,2636,642
Illinois,JOHNSON,1176,8087,3002,0,346,0,0,206,4533,486
Illinois,KANE,24646,56268,21453,0,8731,0,0,2166,23918,3860
Illinois,KANKAKEE,8082,31221,12262,0,1850,0,0,620,16490,2408
Illinois,KENDALL,5828,15400,6009,0,2418,0,0,292,6680,792
Illinois,KNOX,4527,15861,7062,0,798,0,0,236,7764,1407
Illinois,LAKE,39976,202788,52893,4921,14761,0,5715,4756,119743,9260
Illinois,LA SALLE,9368,27200,12865,0,1741,0,0,559,12035,2463
Illinois,LAWRENCE,1465,4290,2161,0,253,0,0,27,1848,372
Illinois,LEE,2432,7841,3490,0,550,0,0,93,3708,784
Illinois,LIVINGSTON,2735,6625,3354,0,467,0,0,342,2462,661
Illinois,LOGAN,2451,5656,2485,0,257,0,0,328,2586,439
Illinois,MCDONOUGH,2333,10827,4645,0,1760,0,0,204,4217,876
Illinois,MCHENRY,20002,51342,17492,0,4740,0,0,2033,27077,3678
Illinois,MCLEAN,11420,28284,13475,0,4443,0,0,1110,9255,1814
Illinois,MACON,9095,28336,13928,0,1514,0,0,432,12461,2474
Illinois,MACOUPIN,4655,13091,6874,0,836,0,0,214,5168,850
Illinois,MADISON,24666,77324,36039,442,8092,0,0,1357,31394,4068
Illinois,MARION,4037,16460,6773,0,609,0,0,153,8925,1155
Illinois,MARSHALL,1109,2925,1457,0,239,0,0,115,1115,241
Illinois,MASON,1500,3732,1691,0,105,0,0,63,1874,336
Illinois,MASSAC,1292,7075,3120,0,196,0,0,103,3656,489
Illinois,MENARD,1102,2617,1516,0,168,0,0,28,905,195
Illinois,MERCER,1774,5190,2208,0,241,0,0,29,2712,407
Illinois,MONROE,2824,8044,3641,0,683,0,0,411,3309,455
Illinois,MONTGOMERY,2321,6991,3766,0,424,0,0,123,2677,525
Illinois,MORGAN,3073,8455,4748,0,573,0,0,247,2887,628
Illinois,MOULTRIE,1062,2608,1548,0,207,0,0,29,824,295
Illinois,OGLE,4842,11357,4828,0,1167,0,0,271,5092,1001
Illinois,PEORIA,13926,34379,14822,0,2900,0,0,959,15698,2892
Illinois,PERRY,1713,10051,4286,0,465,0,0,87,5213,596
Illinois,PIATT,1576,3093,1336,0,238,0,0,68,1451,272
Illinois,PIKE,1329,4312,2215,0,313,0,0,127,1657,365
